path,model_id,model_id_raw,game,topology,condition,scenario,cell,framing_type,n_rounds,n_runs_config,run_id,coop_rate_overall,coop_rate_hub,coop_rate_leaf,hub_minus_leaf_coop,hub_total_payoff,leaf_avg_payoff,hub_leadership_rate,hub_exploitation_rate,invalid_rate,full_coop_rate
Qwen3-4B_star\framing_competitive_context\cheap_talk\20260819_152753_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,2,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_competitive_context\cheap_talk\20260819_152753_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,3,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_competitive_context\cheap_talk\20260819_152753_pd_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,4,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_competitive_context\cheap_talk\20260819_152753_pd_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,5,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_competitive_context\cheap_talk\20260819_152753_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,1,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_competitive_context\cheap_talk\20260819_152753_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,2,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_competitive_context\cheap_talk\20260819_152753_sh_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,3,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_competitive_context\cheap_talk\20260819_152753_sh_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,4,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_competitive_context\cheap_talk\20260819_152753_sh_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,5,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_competitive_context\no_comm\20260819_152753_pd_nocomm_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,1,0.034482758620689655,0.0,0.044444444444444446,-0.044444444444444446,82.0,1.5,1.0,,0.09375,0.0
Qwen3-4B_star\framing_competitive_context\no_comm\20260819_152753_pd_nocomm_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,2,0.14035087719298245,0.09090909090909091,0.15217391304347827,-0.06126482213438736,77.0,1.3958333333333333,0.8620689655172413,,0.109375,0.0
Qwen3-4B_star\framing_competitive_context\no_comm\20260819_152753_pd_nocomm_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,3,0.0847457627118644,0.0,0.10869565217391304,-0.10869565217391304,90.0,1.4583333333333333,0.9428571428571428,,0.078125,0.0
Qwen3-4B_star\framing_competitive_context\no_comm\20260819_152753_pd_nocomm_run04.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,4,0.07272727272727272,0.14285714285714285,0.04878048780487805,0.0940766550522648,72.0,1.6041666666666667,0.9117647058823529,,0.140625,0.0
Qwen3-4B_star\framing_competitive_context\no_comm\20260819_152753_pd_nocomm_run05.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,5,0.01694915254237288,0.0,0.02127659574468085,-0.02127659574468085,76.0,1.4791666666666667,1.0,,0.078125,0.0
Qwen3-4B_star\framing_competitive_context\no_comm\20260819_152753_sh_nocomm_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,1,0.9666666666666667,0.9285714285714286,0.9782608695652174,-0.0496894409937888,229.0,4.645833333333333,0.8974358974358975,,0.0625,0.625
Qwen3-4B_star\framing_competitive_context\no_comm\20260819_152753_sh_nocomm_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,2,0.8113207547169812,0.9230769230769231,0.775,0.1480769230769231,160.0,3.5833333333333335,0.75,,0.171875,0.25
Qwen3-4B_star\framing_competitive_context\no_comm\20260819_152753_sh_nocomm_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,3,0.7142857142857143,0.75,0.7073170731707317,0.04268292682926833,72.0,1.75,0.8235294117647058,,0.234375,0.0
Qwen3-4B_star\framing_competitive_context\no_comm\20260819_152753_sh_nocomm_run04.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,4,0.9259259259259259,0.9230769230769231,0.926829268292683,-0.0037523452157598447,184.0,3.8333333333333335,0.967741935483871,,0.15625,0.4375
Qwen3-4B_star\framing_competitive_context\no_comm\20260819_152753_sh_nocomm_run05.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,5,0.6470588235294118,0.625,0.6538461538461539,-0.028846153846153855,49.0,1.0208333333333333,0.5,,0.46875,0.0
Qwen3-4B_star\framing_team\cheap_talk\20260622_120329_pd_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_team,framing_team,team,16,5,1,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_team\cheap_talk\20260622_120329_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_team,framing_team,team,16,5,2,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_team\cheap_talk\20260622_120329_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_team,framing_team,team,16,5,3,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_team\cheap_talk\20260622_120329_pd_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_team,framing_team,team,16,5,4,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_team\cheap_talk\20260622_120329_pd_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_team,framing_team,team,16,5,5,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_team\cheap_talk\20260622_120329_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_team,framing_team,team,16,5,1,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team\cheap_talk\20260622_120329_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_team,framing_team,team,16,5,2,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team\cheap_talk\20260622_120329_sh_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_team,framing_team,team,16,5,3,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team\cheap_talk\20260622_120329_sh_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_team,framing_team,team,16,5,4,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team\cheap_talk\20260622_120329_sh_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_team,framing_team,team,16,5,5,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team_context\cheap_talk\20260803_220627_pd_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_team_context,framing_team_context[cheap_talk],neutral,16,5,1,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_team_context\cheap_talk\20260803_220627_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_team_context,framing_team_context[cheap_talk],neutral,16,5,2,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_team_context\cheap_talk\20260803_220627_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_team_context,framing_team_context[cheap_talk],neutral,16,5,3,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_team_context\cheap_talk\20260803_220627_pd_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_team_context,framing_team_context[cheap_talk],neutral,16,5,4,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_team_context\cheap_talk\20260803_220627_pd_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,framing_team_context,framing_team_context[cheap_talk],neutral,16,5,5,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\framing_team_context\cheap_talk\20260803_220627_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_team_context,framing_team_context[cheap_talk],neutral,16,5,1,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team_context\cheap_talk\20260803_220627_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_team_context,framing_team_context[cheap_talk],neutral,16,5,2,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team_context\cheap_talk\20260803_220627_sh_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_team_context,framing_team_context[cheap_talk],neutral,16,5,3,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team_context\cheap_talk\20260803_220627_sh_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_team_context,framing_team_context[cheap_talk],neutral,16,5,4,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team_context\cheap_talk\20260803_220627_sh_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,framing_team_context,framing_team_context[cheap_talk],neutral,16,5,5,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team_context\no_comm\20260803_220627_pd_nocomm_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,no_comm,framing_team_context,framing_team_context[no_comm],neutral,16,5,1,0.8148148148148148,0.7692307692307693,0.8292682926829268,-0.060037523452157515,138.0,2.7708333333333335,0.9411764705882353,,0.15625,0.5
Qwen3-4B_star\framing_team_context\no_comm\20260803_220627_pd_nocomm_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,no_comm,framing_team_context,framing_team_context[no_comm],neutral,16,5,2,1.0,1.0,1.0,0.0,192.0,4.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team_context\no_comm\20260803_220627_pd_nocomm_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,no_comm,framing_team_context,framing_team_context[no_comm],neutral,16,5,3,1.0,1.0,1.0,0.0,192.0,4.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team_context\no_comm\20260803_220627_pd_nocomm_run04.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,no_comm,framing_team_context,framing_team_context[no_comm],neutral,16,5,4,1.0,1.0,1.0,0.0,192.0,4.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team_context\no_comm\20260803_220627_pd_nocomm_run05.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,no_comm,framing_team_context,framing_team_context[no_comm],neutral,16,5,5,1.0,1.0,1.0,0.0,192.0,4.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team_context\no_comm\20260803_220627_sh_nocomm_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,no_comm,framing_team_context,framing_team_context[no_comm],neutral,16,5,1,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\framing_team_context\no_comm\20260803_220627_sh_nocomm_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,no_comm,framing_team_context,framing_team_context[no_comm],neutral,16,5,2,0.9682539682539683,0.9333333333333333,0.9791666666666666,-0.04583333333333328,259.0,5.270833333333333,0.9523809523809523,,0.015625,0.8125
Qwen3-4B_star\framing_team_context\no_comm\20260803_220627_sh_nocomm_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,no_comm,framing_team_context,framing_team_context[no_comm],neutral,16,5,3,0.9682539682539683,0.875,1.0,-0.125,270.0,5.25,0.8636363636363636,,0.015625,0.8125
Qwen3-4B_star\framing_team_context\no_comm\20260803_220627_sh_nocomm_run04.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,no_comm,framing_team_context,framing_team_context[no_comm],neutral,16,5,4,0.9838709677419355,1.0,0.9787234042553191,0.021276595744680882,265.0,5.583333333333333,0.9772727272727273,,0.03125,0.875
Qwen3-4B_star\framing_team_context\no_comm\20260803_220627_sh_nocomm_run05.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,no_comm,framing_team_context,framing_team_context[no_comm],neutral,16,5,5,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\no_sense\cheap_talk\20260821_102756_pd_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,no_sense,no_sense,neutral,16,5,1,0.984375,1.0,0.9791666666666666,0.02083333333333337,189.0,4.041666666666667,0.9777777777777777,0.0,0.0,0.9375
Qwen3-4B_star\no_sense\cheap_talk\20260821_102756_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,no_sense,no_sense,neutral,16,5,2,0.984375,1.0,0.9791666666666666,0.02083333333333337,189.0,4.041666666666667,0.9777777777777777,0.0,0.0,0.9375
Qwen3-4B_star\no_sense\cheap_talk\20260821_102756_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,no_sense,no_sense,neutral,16,5,3,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen3-4B_star\no_sense\cheap_talk\20260821_102756_pd_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,no_sense,no_sense,neutral,16,5,4,0.8125,0.9375,0.7708333333333334,0.16666666666666663,163.0,4.229166666666667,0.7777777777777778,0.0,0.0,0.375
Qwen3-4B_star\no_sense\cheap_talk\20260821_102756_pd_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,no_sense,no_sense,neutral,16,5,5,0.828125,1.0,0.7708333333333334,0.22916666666666663,159.0,4.458333333333333,0.7777777777777778,0.0,0.0,0.375
Qwen3-4B_star\no_sense\cheap_talk\20260821_102756_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,no_sense,no_sense,neutral,16,5,1,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\no_sense\cheap_talk\20260821_102756_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,no_sense,no_sense,neutral,16,5,2,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\no_sense\cheap_talk\20260821_102756_sh_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,no_sense,no_sense,neutral,16,5,3,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\no_sense\cheap_talk\20260821_102756_sh_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,no_sense,no_sense,neutral,16,5,4,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\no_sense\cheap_talk\20260821_102756_sh_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,no_sense,no_sense,neutral,16,5,5,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\silence\cheap_talk\20260824_231219_pd_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,silence,silence,neutral,16,5,1,1.0,1.0,1.0,0.0,192.0,4.0,1.0,,0.0,1.0
Qwen3-4B_star\silence\cheap_talk\20260824_231219_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,silence,silence,neutral,16,5,2,1.0,1.0,1.0,0.0,192.0,4.0,1.0,,0.0,1.0
Qwen3-4B_star\silence\cheap_talk\20260824_231219_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,silence,silence,neutral,16,5,3,0.34375,0.25,0.375,-0.125,147.0,2.4375,0.7555555555555555,,0.0,0.0625
Qwen3-4B_star\silence\cheap_talk\20260824_231219_pd_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,silence,silence,neutral,16,5,4,1.0,1.0,1.0,0.0,192.0,4.0,1.0,,0.0,1.0
Qwen3-4B_star\silence\cheap_talk\20260824_231219_pd_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,pd,star,cheap_talk,silence,silence,neutral,16,5,5,0.15625,0.125,0.16666666666666666,-0.04166666666666666,121.0,2.3125,0.7555555555555555,,0.0,0.0
Qwen3-4B_star\silence\cheap_talk\20260824_231219_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,silence,silence,neutral,16,5,1,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\silence\cheap_talk\20260824_231219_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,silence,silence,neutral,16,5,2,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\silence\cheap_talk\20260824_231219_sh_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,silence,silence,neutral,16,5,3,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\silence\cheap_talk\20260824_231219_sh_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,silence,silence,neutral,16,5,4,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen3-4B_star\silence\cheap_talk\20260824_231219_sh_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,sh,star,cheap_talk,silence,silence,neutral,16,5,5,0.9375,0.875,0.9583333333333334,-0.08333333333333337,266.0,5.291666666666667,0.8666666666666667,,0.0,0.75
Qwen3-4B_cycle\baseline\cheap_talk\20260822_102923_pd_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,cheap_talk,baseline_cheap_talk,baseline_cheap_talk,neutral,16,5,1,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\baseline\cheap_talk\20260822_102923_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,cheap_talk,baseline_cheap_talk,baseline_cheap_talk,neutral,16,5,2,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\baseline\cheap_talk\20260822_102923_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,cheap_talk,baseline_cheap_talk,baseline_cheap_talk,neutral,16,5,3,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\baseline\cheap_talk\20260822_102923_pd_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,cheap_talk,baseline_cheap_talk,baseline_cheap_talk,neutral,16,5,4,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\baseline\cheap_talk\20260822_102923_pd_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,cheap_talk,baseline_cheap_talk,baseline_cheap_talk,neutral,16,5,5,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\baseline\cheap_talk\20260822_102923_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cycle,cheap_talk,baseline_cheap_talk,baseline_cheap_talk,neutral,16,5,1,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\baseline\cheap_talk\20260822_102923_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cycle,cheap_talk,baseline_cheap_talk,baseline_cheap_talk,neutral,16,5,2,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\baseline\cheap_talk\20260822_102923_sh_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cycle,cheap_talk,baseline_cheap_talk,baseline_cheap_talk,neutral,16,5,3,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\baseline\cheap_talk\20260822_102923_sh_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cycle,cheap_talk,baseline_cheap_talk,baseline_cheap_talk,neutral,16,5,4,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\baseline\cheap_talk\20260822_102923_sh_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cycle,cheap_talk,baseline_cheap_talk,baseline_cheap_talk,neutral,16,5,5,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\baseline\no_comm\20260822_102923_pd_nocomm_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,no_comm,no_comm,no_comm,neutral,16,5,1,0.04918032786885246,,,,,,,,0.046875,0.0
Qwen3-4B_cycle\baseline\no_comm\20260822_102923_pd_nocomm_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,no_comm,no_comm,no_comm,neutral,16,5,2,0.03636363636363636,,,,,,,,0.140625,0.0
Qwen3-4B_cycle\baseline\no_comm\20260822_102923_pd_nocomm_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,no_comm,no_comm,no_comm,neutral,16,5,3,0.0,,,,,,,,0.03125,0.0
Qwen3-4B_cycle\baseline\no_comm\20260822_102923_pd_nocomm_run04.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,no_comm,no_comm,no_comm,neutral,16,5,4,0.05555555555555555,,,,,,,,0.15625,0.0
Qwen3-4B_cycle\baseline\no_comm\20260822_102923_pd_nocomm_run05.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,no_comm,no_comm,no_comm,neutral,16,5,5,0.09433962264150944,,,,,,,,0.171875,0.0
Qwen3-4B_cycle\baseline\no_comm\20260822_102923_sh_nocomm_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cycle,no_comm,no_comm,no_comm,neutral,16,5,1,0.9672131147540983,,,,,,,,0.046875,0.75
Qwen3-4B_cycle\baseline\no_comm\20260822_102923_sh_nocomm_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cycle,no_comm,no_comm,no_comm,neutral,16,5,2,0.9016393442622951,,,,,,,,0.046875,0.5
Qwen3-4B_cycle\baseline\no_comm\20260822_102923_sh_nocomm_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cycle,no_comm,no_comm,no_comm,neutral,16,5,3,0.9836065573770492,,,,,,,,0.046875,0.75
Qwen3-4B_cycle\baseline\no_comm\20260822_102923_sh_nocomm_run04.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cycle,no_comm,no_comm,no_comm,neutral,16,5,4,0.984375,,,,,,,,0.0,0.9375
Qwen3-4B_cycle\baseline\no_comm\20260822_102923_sh_nocomm_run05.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cycle,no_comm,no_comm,no_comm,neutral,16,5,5,0.9375,,,,,,,,0.5,0.25
Qwen3-4B_cycle\counterfactual\cheap_talk\20260824_231813_pd_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,cheap_talk,counterfactual,counterfactual,neutral,16,5,1,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\counterfactual\cheap_talk\20260824_231813_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,cheap_talk,counterfactual,counterfactual,neutral,16,5,2,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\counterfactual\cheap_talk\20260824_231813_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,cheap_talk,counterfactual,counterfactual,neutral,16,5,3,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\counterfactual\cheap_talk\20260824_231813_pd_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,cheap_talk,counterfactual,counterfactual,neutral,16,5,4,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\counterfactual\cheap_talk\20260824_231813_pd_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cycle,cheap_talk,counterfactual,counterfactual,neutral,16,5,5,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\counterfactual\cheap_talk\20260824_231813_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cycle,cheap_talk,counterfactual,counterfactual,neutral,16,5,1,1.0,,,,,,,,0.0,1.0
Qwen3-4B_cycle\counterfactual\cheap_talk\20260824_231813_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cycle,cheap_talk,counterfactual,counterfactual,neutral,16,5,2,1.0,,,,,,,,0.0,1.0
